instancia, numero_vertices, numero_aresta, classe, algoritimo, parametro, interacao, tempo_execucao(ms), melhor_solucao,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,54, 18893.329000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,55, 19202.197000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,56, 19502.879000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,57, 19756.134000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,58, 20052.521000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,59, 20377.930000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,60, 20691.848000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,61, 20995.089000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,62, 21329.010000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,63, 21579.879000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,64, 21867.149000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,65, 22161.013000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,66, 22456.098000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,67, 22807.017000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,68, 23118.031000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,69, 23411.385000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,70, 23740.773000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,71, 24064.785000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,72, 24312.673000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,73, 24603.224000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,74, 24974.655000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,75, 25349.395000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,76, 25647.887000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,77, 25997.617000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,78, 26268.141000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,79, 26554.225000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,80, 26899.778000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,81, 27180.754000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,82, 27554.023000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,83, 27981.401000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,84, 28313.191000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,85, 28638.925000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,86, 28963.976000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,87, 29322.685000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,88, 29673.252000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,89, 30069.356000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,90, 30422.136000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,91, 30801.034000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,92, 31182.852000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,93, 31649.056000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,94, 32068.387000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,95, 32475.948000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,96, 32860.017000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,97, 33174.822000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,98, 33644.128000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,99, 34022.974000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,100, 34366.357000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,101, 34706.302000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,102, 35040.069000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,103, 35397.528000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,104, 35697.603000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,105, 36062.950000,2390,,,,,,
